-180,0,-3.141592654
-178.6948259,0.018551622,-3.118813069
-173.7958566,0.102769758,-3.033309924
-169.7884194,0.158922719,-2.96336695
-166.2258568,0.215071158,-2.901188502
-157.3181129,0.376484353,-2.745719043
-148.8646047,0.390598341,-2.598177491
-143.5252184,0.404680673,-2.504987621
-138.1867237,0.40473494,-2.41181331
-131.958034,0.411812285,-2.303102168
-125.7306817,0.397847531,-2.194414366
-117.2771735,0.411961519,-2.046872815
-111.0498211,0.397996766,-1.938185013
-104.8215773,0.398060078,-1.829481651
-96.81383516,0.398141478,-1.689720185
-89.69495063,0.4122419,-1.565472211
-84.80400505,0.370207449,-1.480109107
-77.68690359,0.35625174,-1.355892253
-72.79640377,0.307203257,-1.270536929
-68.7952073,0.265159762,-1.200702877
-63.90247865,0.251181442,-1.115308653
-57.23025175,0.23722121,-0.998856325
-50.11671642,0.167153241,-0.874701712
-43.00006073,0.146183499,-0.750492638
-36.77404569,0.111176648,-0.641828177
-30.54847642,0.069155764,-0.533171495
-25.65619353,0.048163411,-0.447785051
-20.31992762,0.013147516,-0.354649641
-14.09435835,-0.028873368,-0.245992959
-8.313217869,-0.063884742,-0.145093023
-2.975614657,-0.07785854,-0.051934273
2.36154279,-0.09884637,0.041216697
8.587112062,-0.140867254,0.149873379
14.81401863,-0.16184604,0.258553401
21.93022856,-0.189829814,0.382754694
25.93276232,-0.210831212,0.452612087
31.26902824,-0.245847107,0.545747497
36.16220265,-0.252811395,0.631149501
41.94423466,-0.273794703,0.732064997
46.39119722,-0.301805611,0.809679135
51.7279089,-0.329807474,0.902822325
59.28854762,-0.364800759,1.034780365
65.51545419,-0.385779545,1.143460387
72.18589803,-0.427795906,1.259881594
77.96793004,-0.448779215,1.36079709
84.19528237,-0.462743968,1.469484892
89.97553132,-0.511783407,1.570369268
96.64864975,-0.511715573,1.686837156
105.1012664,-0.51162965,1.834363147
111.3295103,-0.511566338,1.943066509
117.5577542,-0.511503026,2.051769871
122.0064998,-0.511457804,2.12941513
129.1244928,-0.511385447,2.253647544
135.7976112,-0.511317614,2.370115432
141.5809805,-0.511258824,2.471054268
147.3643498,-0.511200035,2.571993104
153.5957141,-0.462038495,2.680750927
157.1600597,-0.377833926,2.742960495
161.6123715,-0.321676442,2.820667995
165.1749341,-0.265528003,2.882846442
169.1837086,-0.188332945,2.952812756
171.410756,-0.146226138,2.991682066
174.9728729,-0.097091732,3.053852733
178.0896694,-0.05497588,3.108251095
180,0,3.141592654
